sentence,id,year,HasGroup
L'entretien de rapports sexuels fait partie des devoirs conjugaux auxquels s'engagent les époux en se mariant,851910,,"[[86, 95, 'HasGroup']]"
"Dans les conseils généraux, les élus socialistes font déjà leurs cartons.D'avril à juin : règlements de comptes post-électorauxLe projet de loi Notre revient en deuxième lecture au Sénat, puis à l'Assemblée",1194456,,"[[28, 48, 'HasGroup']]"
"Lundi soir, à l'issue du conseil, le maire UMP, AlainKelyor, n'était pas d'humeur à discuter de cette affaire",246713,,"[[43, 46, 'HasGroup']]"
"Des sportifs de haut niveau (coureurs kényans, burundais, une internationale française championne de l'épreuve) seront aussi sur la ligne de départ du kilomètre.Demain dimanche, départ avenue du Général-de-Gaulle à Suresnes, arrivée place du 8-Mai-1945",739033,,"[[0, 111, 'HasGroup']]"
"Clinton promet d'être «la présidente de tous les Américains»Trump menace de représaillesFace à ces remous, le milliardaire garde le cap",1362565,,"[[40, 59, 'HasGroup']]"
Les jeunes élus ont immédiatement adhéré à l'idée car les problèmes de stationnement font partie de leurs priorités pour améliorer les conditions de vie dans la ville,164754,,"[[0, 15, 'HasGroup']]"
"» Comprendre : un pour boire et un autre pour forcer le premier à ingurgiter le breuvageâ?¦ Vers 1850, l'arrivée en masse des horticulteurs et des pépiniéristes chasse les viticulteurs",813238,,"[[122, 139, 'HasGroup'], [143, 160, 'HasGroup'], [168, 184, 'HasGroup']]"
"Hier, dans l'attente d'un rendez-vous prévu cet après-midi à 17h30 avec le directeur d'académie, Jean-Louis Brisson, les enseignants grévistes sont venus à Cergy à la rencontre de François Jollivet, directeur de l'éducation au conseil général",906102,,"[[117, 142, 'HasGroup']]"
"Les époux Laurençon investissent 20.000 euros pour faire venir les huit premières palettes de Chine, puis démarchent les points de vente de la région, avant d'élargir leur rayon d'action et de contacter les grands distributeurs de jouets.«Nous pensions que ça allait monter en puissance petit à petit, mais en fait c'est monté de manière exponentielle depuis que le phénomène a touché Paris en avril», se félicite Emmanuel, dont l'entreprise, où travaillent six personnes, est désormais installée au rez-de-chaussée d'un petit immeuble du centre de Quimper.Au 30 juin, 350.000 kits contenant élastiques et métier à tisser pour près de 20 euros ont été vendus en France, ainsi qu'un million de sachets de recharges, alors que les adeptes se sont mis à fabriquer non seulement des bracelets mais aussi des figurines, des coques pour téléphone portable..",1146437,,"[[203, 237, 'HasGroup'], [725, 736, 'HasGroup']]"
"Une habitante a filmé l'intervention des policiersLe parquet de Versailles a en tout cas saisi l'inspection générale de la police nationale (IGPN), la police des polices, pour faire toute la lumière sur ces violences présumées",1280190,,"[[37, 50, 'HasGroup']]"
"Alors que le conseil d'administration d'EDF va rendre mardi sa décision sur l'avenir de la centrale nucléaire de Fessenheim, les 850 salariés se sont mis en grève pour 48 heures depuis 6 heures ce lundi",1414261,,"[[10, 43, 'HasGroup'], [125, 141, 'HasGroup']]"
"Cet homme charismatique a gardé le contact avec les jeunes qu'il réunit un samedi par mois au Duomo, la cathédrale de Milan, dont il est archevêque depuis 1979",74555,,"[[48, 99, 'HasGroup']]"
"Le lendemain, les curieux pourront venir en sous-préfecture deSenlis visiter le bureau du sous-préfet, Abdel Aïssou, de 11 heures à 12 h 30, au 3, place Gérard-de-Nervalà Senlis",572035,,"[[14, 25, 'HasGroup']]"
Les masters EIT ICT Labs préparent de futurs chercheurs et des ingénieurs experts européens en TIC,895437,,"[[35, 55, 'HasGroup'], [59, 98, 'HasGroup']]"
"ILS SE SONT entraînés, ils ont le regard déterminé.« Dès qu'ils ont la balle, vous les plaquez au sol et vous essayez de leur prendre la balle! » Le conseil ne vient pas de Bernard Laporte, l'entraîneur de l'équipe de France de rugby,mais de Youssef, un des collégiens d'Ile-de-France sélectionnés hier pour faire une démonstrationde rugby à l'ambassade de Grande-Bretagne à Paris",572100,,"[[254, 380, 'HasGroup']]"
Tout ce qui affaiblit la Ligue nationale est mauvais pour les clubs,72610,,"[[58, 67, 'HasGroup']]"
Les demandes de subventionvont être présentées prochainement aux collectivités territoriales,248031,,"[[61, 92, 'HasGroup']]"
"Les tacles restent parfaitement ciselés et le public parisien netarde pas à scander, à plusieurs reprises, le prénom de l'Argentin.Pourtant, tout n'est pasrose",258523,,"[[43, 61, 'HasGroup']]"
"»
Le nouveau rêve de l'association Espéranto-France, c'est de la faire accepter comme langue optionnelle au bac, puisque des jeunes s'y intéressent encore",1149647,,"[[121, 131, 'HasGroup']]"
"Le FN, quant à lui, jouesur le fond et sur la forme avec cette particularité : le candidat investi s'appelle étrangementMartin",307338,,"[[0, 5, 'HasGroup']]"
"Depuis le 30 mars, la frontière entre la bande de Gaza et Israël est le théâtre de manifestations contre le blocus israélien et pour le «droit au retour» des Palestiniens chassés de leurs terres ou qui ont fui à la création d'Israël en 1948",1543235,,"[[154, 240, 'HasGroup']]"
"Des soldats et gendarmes tunisiens y sont régulièrement blessés ou tués, généralement par des mines disposées par ces combattants islamistes, selon les autorités",1130084,,"[[0, 34, 'HasGroup'], [114, 140, 'HasGroup']]"
Ilss'interdisent toute baby-sitter et toute présence féminine dans la maison,573954,,"[[17, 34, 'HasGroup'], [53, 61, 'HasGroup']]"
"A partir du 8 avril, de jeunes avocats dubarreau de Paris y effectueront des permanences juridiques gratuites",231269,,"[[21, 57, 'HasGroup']]"
» Les particuliers sont invités à signaler les principaux points de rassemblements de ces petits félins en contactant celine.houdet@gmail.com ou sur le site Facebook de Shana,1388093,,"[[2, 18, 'HasGroup']]"
"» S'il est impatient de découvrir l'Aren'Ice pour le grand show inaugural du 19 novembre auquel il doit participer, il prévient : « Je n'oublierai jamais l'ambiance des séances et mes premiers souvenirs lorsque je voyais les grands passer à fond à côté de moi",1392701,,"[[221, 231, 'HasGroup']]"
"Entourant Mourad, le père d'Anissa portant lunettes noires et djellaba blanche, les hommes ont repris le chemin du funérarium pour une ultime prière",658712,,"[[80, 90, 'HasGroup']]"
"De retour de vacances, l'ancien candidat à la mairie et actuel patron, à l'Hôtel-de-Ville, des élus RPR orthodoxes, est apparu, en effet, barbu",99512,,"[[91, 114, 'HasGroup']]"
"« Si Cergy-Pontoise veut attirerde nouvelles entreprises et de nouveaux habitants, et ne pas perdre ceux qui sont là, l'améliorationdes transports doit être une priorité absolue, confirme Jean-Louis Jacquet",278848,,"[[32, 56, 'HasGroup'], [60, 81, 'HasGroup']]"
"Trente volontaires ont ainsi pu être vaccinés par ce biais mercredi, et 480 jeudi",1622185,,"[[0, 18, 'HasGroup']]"
"On a bien commencé la saison, eux un peu moins...» Pour autant, les Beauvaisiens n'imaginent pas autre chose qu'une quatrième victoire cet après-midi pour leur deuxième apparition à Pierre-Brisson",1479563,,"[[64, 80, 'HasGroup']]"
"» Le mot de la fin à Alain Boghossian, l'un des adjoints, l'ancien compagnon d'armes de 1998",775721,,"[[44, 56, 'HasGroup']]"
"Pour inciter les filles à s'inscrire dans les associations sportives au collège, le conseil général prévoit un coup de pouce financier",950338,,"[[13, 23, 'HasGroup'], [42, 68, 'HasGroup']]"
»Manuel Aeschlimann prophétise : « Tout ça se réglera tôt ou tard par une exclusion de l'UMP,605263,,"[[87, 92, 'HasGroup']]"
"» Pour les heureux élus, c'est la garantie de participer à un spectacleà la fin de l'année mais, surtout, à une formidable aventure humaine et collective",228536,,"[[7, 23, 'HasGroup']]"
"« Ce projet va nous déposséder de nos communes où il y a des ressources, s'insurge Bernard Rigault (UMP), maire de Moussy-le-Neuf et président de Plaines-et-Monts-de-France",1156866,,"[[100, 103, 'HasGroup']]"
"Malgré les déceptions du passé,  le public parisien rêve encore de ces soirées étoilées et a tout oublié en deux coups de génie de Di Maria",1596563,,"[[33, 51, 'HasGroup']]"
"Face à cette situation, le groupe a présenté jeudi lors d'un comité central d'entreprise (CCE), à son siège de La Défense, un plan de réorganisation de ses raffineries sur plusieurs années.Si, en 2009-2010, l'officialisation de la fermeture de la raffinerie des Flandres à Dunkerque avait provoqué un tollé (plusieurs semaines de grève, des milliers de tonnes de pétrole brut bloqués), Total a tenté de rassurer les 3 800 salariés qu'il emploie dans cette activité",1222726,,"[[412, 464, 'HasGroup']]"
"Le jaguar Aramis arrive en tête des dons, suivi par deux espèces jamais vues au zoo de Vincennes : Léna, le lynx de Scandinavie (deuxième) et Diablo, le loup d'Espagne (quatrième).Adeline, choisie pour représenter les seize girafes du parc, décroche la troisième place.Pour améliorer le confort des animaux et des visiteurs et remettre en état les infrastructures, 167 millions d'euros ont été investis.Si le grand rocher artificiel, emblème du zoo, demeure, les murets et le béton ont fait place à de larges vitres d'observation et à des filets.Grosse bulle de verre, une serre de la superficie d'un terrain de football restitue l'atmosphère chaude et moite des forêts tropicales pour accueillir reptiles et petits primates",1115809,,"[[310, 323, 'HasGroup']]"
"»JOUY-LE MOUTIER, LYCEE DE L'HAUTIL, HIER.Depuis hier matin, dans l'espace OlivierMazzotti du lycée, une rose orange et un poème écrit par ses élèves sont posés près du portraitdu professeur disparu il y a un an lors de la tuerie de Nanterre.",231545,,"[[139, 149, 'HasGroup']]"
"Les novices, eux, devraient se délecter devant la magie de cette odyssée.",466718,,"[[0, 11, 'HasGroup']]"
La victime raconte sa mésaventure aux enquêteurs,262977,,"[[34, 48, 'HasGroup']]"
"»Les phrases des écoliers « souvent sensuelles,jamais sexistes », glisse l'institutrice, doivent donner lieu à un disque, un site Internetet un livre, « trois autres supports d'écriture »",282983,,"[[13, 25, 'HasGroup']]"
"Et les coéquipiers du numéro un français n'ont pas fait mieux : Freitas s'est incliné face à Yang Chen malgré une belle résistance et Franz, qui menait pourtant 2-0, s'est laissé renversé par Le Guen lors de l'ultime opposition.PONTOISE-CERGY - SAINT-MAUR : 3-3",882574,,"[[3, 40, 'HasGroup']]"
"Selon lui, les entreprises françaises, face au « poids » accru « des cotisations sociales », ne peuvent rivaliser",795648,,"[[11, 37, 'HasGroup']]"
"«Les titres [de séjour] délivrés à de nouveaux salariés étrangers en 2011 ont diminué de 26% par rapport à 2010, passant de 12 404 à 9 154.",21972,,"[[37, 67, 'HasGroup']]"
"Une fois leur caisse spéciale supprimée, les danseurs craignent de voir leur pension disparaître.",21975,,"[[41, 53, 'HasGroup']]"
Il y a une génération d'agriculteurs qui a tout fait perdre.,21981,,"[[7, 36, 'HasGroup']]"
"Mi-juillet, les ministres réunis se montrent hostiles à un transfert de compétence législative en Corse.",21997,,"[[12, 25, 'HasGroup']]"
"Nous irons dans toutes les capitales européennes expliquer que contrairement aux Etats-Unis, il y a en France une majorité qui gouverne et qui n'est pas entravée dans une cohabitation avec l'opposition.",22008,,"[[189, 201, 'HasGroup']]"
"L'existence du porno ne change rien au fait qu'à partir d'un certain âge, les enfants se mettent à vouloir comprendre.",22010,,"[[74, 85, 'HasGroup']]"
"Sa mère a quitté la Hongrie communiste à la fin des années 80, est arrivée comme jeune fille au pair à 28 ans, restée proche des milieux d’opposition de gauche libérale de son pays d’origine, anti-Orban encore aujourd’hui.",22019,,"[[125, 190, 'HasGroup']]"
Il a précisé avoir reçu 20 à 25 signatures mardi et a ajouté : «Ca va se jouer à rien.» Il en a profité pour stigmatiser le PS et le PCF les accusant d'avoir «tout fait» pour qu'il n'obtienne pas les 500 paraphes requis.,22025,,"[[130, 136, 'HasGroup'], [121, 126, 'HasGroup']]"
"Aux responsables politiques, la résolution demande de mettre enfin en place une législation qui considère l'immigré «comme un sujet de droit».",22026,,"[[0, 27, 'HasGroup'], [106, 115, 'HasGroup']]"
"S'il y a consensus entre les ministres pour abandonner le droit de veto, le vote à la majorité qualifiée s'imposera, sur ces sujets, au sein du Conseil des ministres.",22030,,"[[25, 38, 'HasGroup']]"
"Alain Lamassoure, secrétaire national de l'UMP et ancien ministre des Affaires européennes, s'est servi de l'Airbus A 380 pour illustrer les divisions du camp d'en face : «Certains proposent de placer tous les moteurs de l'Airbus sous l'aile gauche.",22031,,"[[41, 46, 'HasGroup']]"
"Partisan d'un «remaniement de l'opposition», il a lancé hier, dans l'indifférence générale, une pétition pour que la droite et le centre s'unissent aux européennes.",22032,,"[[30, 42, 'HasGroup'], [114, 123, 'HasGroup'], [127, 136, 'HasGroup']]"
"Un pantin à l’effigie du président Emmanuel Macron a été décapité vendredi soir lors d’une manifestation de gilets jaunes à Angoulême, d’après la préfecture de Charente.",22036,,"[[105, 121, 'HasGroup']]"
TO GO WITH AFP STORY BY EMMANUEL PARISSE - (FILES) - US troops disembark from landing crafts during D-Day 06 June 1944 after Allied forces stormed the Normandy beaches.,22041,,"[[54, 63, 'HasGroup'], [126, 139, 'HasGroup']]"
"Paritaire et intégrant les peuples autochtones, elle doit rendre ses travaux d’ici un an.",22043,,"[[23, 46, 'HasGroup']]"
"Un ponte de la majorité rappelle, au passage, que Borne n’a pas été étrangère aux missions les plus ardues : «Dans le premier quinquennat, il y avait deux réformes impossibles : la SNCF et l’assurance chômage.",22045,,"[[12, 23, 'HasGroup']]"
Celle qui se dit «libre des attaches partisanes» devra aussi adresser des signaux à l’électorat d’Eric Zemmour sans rebuter ceux qui auraient cru à son grimage en inoffensive amie des chats.,22056,,"[[124, 189, 'HasGroup'], [84, 110, 'HasGroup']]"
"La fin des incorporations

Les jeunes gens nés avant le 1er janvier 1979 restaient soumis aux obligations militaires théoriquement jusqu'au 21 décembre 2002.",22057,,"[[27, 72, 'HasGroup']]"
"Mais le revers, alors, avait presque le goût des conquêtes : si ce n'était pas une victoire, c'était déjà autre chose que l'écrasement souvent promis à la candidate Les Républicains (LR).",22058,,"[[165, 186, 'HasGroup']]"
"L'idée est qu'en sanctionnant les parents, on va les responsabiliser et leur faire prendre conscience qu'ils doivent envoyer leurs enfants à l'école.",22064,,"[[30, 41, 'HasGroup'], [125, 138, 'HasGroup']]"
"Il y perd de 105 voix (sur 2 827 suffrages exprimés), la candidate du PS l'emportant avec 51,85% des voix.",22065,,"[[67, 72, 'HasGroup']]"
"Pour autant, depuis quelques années, des crises récurrentes ne cessent de secouer les producteurs de lait, de porc, de viande bovine… Pour ne citer qu’eux.",22067,,"[[82, 132, 'HasGroup']]"
L'union des droites ?,22068,,"[[8, 19, 'HasGroup']]"
Le lien des prévenus avec des milieux d’extrême droite avait été mis en avant au tribunal.,22069,,"[[26, 54, 'HasGroup']]"
Un événement considérable dont la finalité est de rééquilibrer les rapports entre les deux parties de l’humanité : hommes et femmes.,22071,,"[[115, 121, 'HasGroup'], [125, 131, 'HasGroup']]"
Il y a de très bons profs.,22081,,"[[7, 25, 'HasGroup']]"
"En plus des locaux, les équipes ne sont pas au point.",22083,,"[[20, 31, 'HasGroup']]"
Une position jugée «illisible» par de nombreux communistes.,22087,,"[[35, 58, 'HasGroup']]"
"Sorte de Parlement du FN, et censé être convoqué annuellement, le comité central ne l'a pas été depuis 2014.",22089,,"[[19, 24, 'HasGroup']]"
"Lorsqu’un don de gamètes ou d’embryon est réalisé, on prend soin de faire en sorte que le donneur ressemble aux parents stériles (couleur de la peau, des yeux, cheveux).",22092,,"[[108, 128, 'HasGroup']]"
Les entreprises acceptent et ne portent quasiment jamais plainte.,22095,,"[[0, 15, 'HasGroup']]"
"«Ce serait aberrant de dire ""ceux qui arrivent on les traite avec rapidité, et les autres on les laisse dehors.""",22097,,"[[29, 46, 'HasGroup']]"
"Manière de célébrer la réconciliation, selon les uns, falsification de l'histoire par Vergès, pour beaucoup d'élus de droite, dont le sénateur Virapoullé qui a boycotté les festivités.",22098,,"[[99, 124, 'HasGroup']]"
"Nous, les élus de la République, on est devenus le défouloir de la population.» Bien loin de ce qu'imaginait l'élu sans étiquette de 53 ans, ses deux mandats auront été rythmés par la gestion des conflits et la lutte contre l'incivisme.",22101,,"[[6, 31, 'HasGroup']]"
Il y a les ouvriers qui arrivent et ceux qui repartent.,22119,,"[[7, 32, 'HasGroup'], [36, 54, 'HasGroup']]"
Lundi 16 avril s'engagent en interne des primaires pour désigner le candidat qui représentera les Verts en 2002.,22125,,"[[94, 103, 'HasGroup']]"
"Malgré son souhait de développer la voiture à hydrogène, l'eurodéputée FN ne remet pas en cause le transport sur route et le tout voiture - elle s'est d'ailleurs opposée à l'écotaxe ou à la taxation du diesel - et elle dénonce «l'écologie punitive» comme l'interdiction de circulation sur les voies sur berges à Paris.",22137,,"[[71, 73, 'HasGroup']]"
"Nous avons besoin d'un projet valorisant dans lequel on puisse se retrouver et décider ensemble où on veut aller.»

Tracts, pétitions pour le salaire à vie, circulaire d'appels à la grève généralisée: à la Bastille, la convergence est en marche entre les manifestants.",22143,,"[[251, 267, 'HasGroup']]"
C'est une circonscription difficile à lire et le PS ne doit surtout pas faire un calque en se basant sur le vote Royal.,22145,,"[[46, 51, 'HasGroup']]"
"Ce traité «mettra en place une Assemblée parlementaire qui remplacera l'Eurogroupe [la réunion mensuelle des ministres des Finances de la zone euro, ndlr]».",22147,,"[[105, 147, 'HasGroup']]"
"Un épilogue qui fait bondir les syndicats de l'inspection : «Fait doublement surprenant : d'une part, c'est le [directeur régional] qui signe, alors même qu'habituellement cette décision est déléguée au chef de pôle Travail, d'autre part, c'est la première fois qu'un avertissement est prononcé suite à un rapport faisant état de tels manquements, alors même que les services instructeurs avaient préconisé une amende d'un montant conséquent, adapté à l'ampleur de la fraude sociale révélée par le contrôle.",22149,,"[[28, 41, 'HasGroup']]"
"Quinze «engagements», trois «moyens clés pour réussir», le tout en 76 pages : Marie-George Buffet, candidate de «la gauche populaire et antilibérale» a présenté, hier, son programme présidentiel (www.mgbuffet.org).",22152,,"[[115, 150, 'HasGroup']]"
"Quant à politiser le débat, c’est précisément ce dont ont besoin les responsables religieux qui ont commencé à faire bouger les choses au sein de l’institution.",22154,,"[[65, 91, 'HasGroup']]"
"Les permanents sont payés par le parti, mais au service de tel ou tel.»

Le climat social n'est pas non plus aux lendemains qui chantent.",22155,,"[[0, 14, 'HasGroup']]"
"On y apprend notamment la convocation d'agents municipaux pour des séances de formation au maniement du «tonfa», une matraque, et au tir de pistolet.",22156,,"[[38, 57, 'HasGroup']]"
"Des centaines d’internautes se sont indignées tour à tour des questions posées, ainsi que des dessins utilisés pour illustrer les réponses des sondés.",22157,,"[[0, 27, 'HasGroup']]"
"On le sait aujourd'hui, son expérience, celle du Front populaire va façonner la conscience de la gauche française, du rayon de soleil de l'été 1936 jusqu'aux désillusions répétées de l'exercice du pouvoir.",22162,,"[[46, 64, 'HasGroup'], [94, 113, 'HasGroup']]"
La lettre de Valls offre sur un plateau à la droite les divergences gouvernementales sur la réforme pénale.,22170,,"[[42, 51, 'HasGroup']]"
Ce qui promet d’ailleurs de nouvelles interrogations dans les rédactions : comment représenter le nouveau mouvement fondé par Hamon ?,22173,,"[[95, 131, 'HasGroup']]"
(1) Sondage Ipsos effectué les 22 et 23 juillet sur 528 salariés âgés de 18 à 65 ans.,22175,,"[[52, 84, 'HasGroup']]"
Des grilles répertoriant la répartition «occulte-déclaré» pour le paiement des employés ont été saisies chez une salariée.,22176,,"[[75, 87, 'HasGroup']]"
"Le groupe socialiste proposera un candidat, la fédération décidera.",22184,,"[[0, 20, 'HasGroup'], [44, 57, 'HasGroup']]"
"Il pourra compter sur la voix de cette militante communiste «sciée», dit-elle, qu'un maire PCF puisse envisager la création d'une police municipale.",22191,,"[[91, 94, 'HasGroup']]"
"26,3 % des hommes âgés de 20 à 39 ans disent ne pas vouloir de descendance.",22195,,"[[7, 37, 'HasGroup']]"
"Le commentaire critique est toutefois plutôt nuancé: «Je ne pense pas que les enseignants aient l'intention de développer le paganisme, mais je les soupçonne d'inculture», déplore le pasteur Jean-Arnold de Clermont, président de la Fédération protestante de France.",22197,,"[[74, 89, 'HasGroup'], [229, 264, 'HasGroup']]"
"Sur ces bases fragiles est bâtie l’expérience des circassiens, chasseurs et autres exploiteurs de tous bords.",22204,,"[[46, 61, 'HasGroup'], [63, 72, 'HasGroup'], [76, 108, 'HasGroup']]"
"A l'évidence, les responsables communistes parisiens souhaitent, je pense, avoir des bases qui permettent un accord, c'est notre cas aussi», a-t-il assuré sans entrer dans les détails programmatiques.",22205,,"[[14, 52, 'HasGroup']]"
Le candidat du Front de gauche aimerait voir resurgir les débats de 2005.,22206,,"[[12, 30, 'HasGroup']]"
"Vouloir réconcilier les Français, c'est laminer l'intérêt même pour le débat public.» Les choix économiques ne l'emballent pas, même si ni lui ni aucun des badauds de la rue du Poteau ne s'attendaient «à des miracles» : «On est dans le néolibéralisme mou.» Mais quand le sujet tombe sur l'université, il lâche ses coups : «Je suis vraiment malheureux.",22212,,"[[20, 32, 'HasGroup']]"
"Aboyez chiennes de gardes, applaudissez suffragettes.",22213,,"[[42, 54, 'HasGroup']]"
"Concernant le nombre de morts, il minimise : «Ce sont souvent des malades qui ont une maladie chronique, des gens qui sont fragilisés, en fin de vie et naturellement la part des choses est difficile à faire.» L’image est désastreuse.",22217,,"[[62, 103, 'HasGroup']]"
En lieu et place des citoyens siègent des magistrats professionnels.,22222,,"[[38, 67, 'HasGroup'], [17, 29, 'HasGroup']]"
"Copé a surenchéri, parlant de «miracle là où la gauche avait laissé prospérer la violence et la désespérance».",22223,,"[[45, 54, 'HasGroup']]"
L'entourage du ministre a aussi fait valoir que «les policiers et les gendarmes qui garantissent le droit de manifester sont trop souvent soumis à un haut niveau de violence dans l'exercice de leurs missions».,22225,,"[[66, 79, 'HasGroup']]"
"«Le jour où les maires auront disparu, les technocrates auront gagné et la France aura perdu», a prédit Henri de Raincourt, président du groupe libéral.",22229,,"[[12, 22, 'HasGroup'], [39, 55, 'HasGroup'], [134, 151, 'HasGroup']]"
"Le Syndicat de la magistrature (SM, classé à gauche) s'est dit «surpris», et un avocat niçois, Me Christian Boitel, habituel soutien du magistrat, a écrit au Premier ministre pour se plaindre de cet «acte de déstabilisation et d'intimidation».",22235,,"[[0, 30, 'HasGroup']]"
"Si nous voulons que nos idées puissent l'emporter, les personnes doivent dépasser les vieux réflexes tactiques et partisans.»

«Sauter comme un cabri»

Pour le reste, il laisse la vedette à Nicolas Dupont-Aignan, président de Debout la France, au député du Nord Sébastien Chenu, ex-UMP devenu porte-parole du parti de Marine Le Pen, à Jean-Frédéric Poisson, député des Yvelines et président du Parti chrétien démocrate ou à l'essayiste Paul-Marie Coûteaux, ancien séguiniste passé par le villiérisme et le FN version fille Le Pen.",22238,,"[[226, 242, 'HasGroup'], [503, 508, 'HasGroup'], [51, 64, 'HasGroup'], [282, 285, 'HasGroup']]"
"Et pour beaucoup, enfin, ce qui a joué est le statut de la femme, de son corps.",22241,,"[[56, 64, 'HasGroup']]"
La position officielle de LR est un pis-aller.,22248,,"[[26, 28, 'HasGroup']]"
"C'est une erreur fondamentale.» Il y a selon lui un travail à faire sur la terminologie, sur le retour aux textes, «utilisés de manière totalement contraire aux valeurs de l'islam par l'Etat islamique».",22252,,"[[184, 200, 'HasGroup']]"
"Le sixième critère évoque «la réelle volonté d'intégration de ces familles, caractérisée notamment par leur maîtrise du français, le suivi éducatif des enfants».",22253,,"[[148, 159, 'HasGroup'], [62, 74, 'HasGroup']]"
"Maire de Serre-Chevalier et vice-président de l'Assemblée nationale, Patrick Ollier, 55 ans, est également conseiller officiel de MAM à la tête du parti; il y est chargé de la vie du mouvement.",22268,,"[[144, 152, 'HasGroup'], [180, 192, 'HasGroup']]"
"Il s’agit du parti animaliste, mouvement créé il y a cinq ans pour défendre la cause animale et qui prétend pour la première fois à l’Elysée.",22272,,"[[10, 29, 'HasGroup']]"
"Voilà pour les chiffres volontiers mis en avant par l'entreprise qui, rappelons-le, travaille avec la fonction publique.",22273,,"[[99, 119, 'HasGroup']]"
"L'étude de Terra Nova, que Libération révèle en exclusivité, affirme pourtant qu'après les entreprises, ce sont les ménages plus aisés qui ont profité en majorité des largesses du sarkozysme.",22277,,"[[87, 102, 'HasGroup'], [112, 134, 'HasGroup']]"
L'une des manières de déverrouiller les partis politiques.,22279,,"[[36, 57, 'HasGroup']]"
"Paris

Un studio dans un quartier coté

C'est un petit quartier de la capitale très prisé par les grandes fortunes de la planète.",22280,,"[[94, 128, 'HasGroup']]"
"Evoquant la «grève de solidarité» des professeurs, Maëlle, élève en première STG à Lurçat, estime «normal qu'on en soit arrivé là, cette lettre est grave et irrespectueuse».",22283,,"[[34, 49, 'HasGroup']]"
"Raoult met en avant l'HCQ comme une immense découverte, continue comme à son habitude à ridiculiser ses détracteurs : «Les médecins qui me critiquent ne sont ni dans mon champ ni dans ma catégorie de poids.» Il fustige l'immobilisme de petits officiers de santé aigris, tout juste bons à suivre les diktats des autorités, qui, empêtrées dans leur calamiteuse gestion de la crise, n'osent intervenir.",22284,,"[[233, 268, 'HasGroup'], [100, 115, 'HasGroup']]"
"Selon le récit des policiers, Guillaume Vadot aurait appelé à l'émeute à la confrontation directe avec eux, il se serait violemment débattu, jusqu'à se cogner lui-même «malencontreusement».",22287,,"[[15, 28, 'HasGroup']]"
"Elle fait la moue : «Oui, bien sûr, mais il est très tourné sur l'aspect financier des start-up, en regardant les chiffres des levées de fonds.",22292,,"[[83, 95, 'HasGroup']]"
"Imaginer que l'on peut dire la même chose dans un langage poli, rationnel ou non émotionnel a toujours été le stratagème des censeurs.",22296,,"[[121, 133, 'HasGroup']]"
"Pour baisser les frais bancaires, une loi plafonnera le coût des services facturés par les banques.",22302,,"[[87, 98, 'HasGroup']]"
"Pour d'autres mineurs, ce sont les tests osseux - jugés peu fiables par les associations - qui font d'eux des majeurs.",22315,,"[[5, 21, 'HasGroup'], [106, 117, 'HasGroup']]"
"Il n'en reste pas moins qu'après l'annulation par le Conseil constitutionnel du système de sanctions collectives inscrit dans la loi de finances de la Sécu, la ministre de la Solidarité se trouve dépourvue d'outils propres à freiner les ardeurs des médecins trop dépensiers.",22332,,"[[245, 273, 'HasGroup']]"
"Quoique toujours importante à leurs yeux, elle n’est plus une priorité pour les Américains.",22333,,"[[76, 90, 'HasGroup']]"
"En majorité des Anglais, des jeunes, étudiants, salariés ou entre petits boulots et chômage.",22337,,"[[12, 23, 'HasGroup'], [25, 35, 'HasGroup'], [37, 46, 'HasGroup'], [48, 56, 'HasGroup'], [60, 91, 'HasGroup']]"
"En septembre dernier, alors qu'il était en train de prendre le pouvoir sur le parti, Karim Zéribi avait défendu devant les siens une liste autonome.",22341,,"[[75, 83, 'HasGroup']]"
"Les autorités vont déployer ce lundi soir 148 000 membres des forces de sécurité, dont 12 000 dans la capitale, théâtre de scènes de guérilla urbaine lors des manifestations des «gilets jaunes».",22343,,"[[176, 195, 'HasGroup']]"
"De mon côté, cela me révolte et je me renseigne pour donner des cours à des migrants.",22350,,"[[72, 84, 'HasGroup']]"
"«Je me méfie énormément de ce qui peut fracturer la majorité, fait valoir Eric Alauzet.",22355,,"[[49, 60, 'HasGroup']]"
"C'était tout juste deux jours après le dépôt de l'amendement prévoyant de porter de cinq à sept ans de prison la peine pour un vol «lorsqu'il est facilité par l'état d'une personne» particulièrement vulnérable en raison de son âge, et de sept à dix ans de prison pour les vols avec violence à l'encontre de ces mêmes victimes.",22358,,"[[307, 325, 'HasGroup']]"
"Les poursuites judiciaires seront coordonnées.»

Tiré d'un argumentaire sur le site www.ouisocialiste.net

NON

«Je suis un nationaliste français, je pense que la nation reste, même aujourd'hui au début du XXIe siècle, la formule la plus efficace pour défendre la liberté, la sécurité et l'identité.»

Jean-Marie Le Pen, président du FN, le 16 mars sur France Info

Article I-42

§1.",22360,,"[[331, 336, 'HasGroup']]"
"«Lors de son congrès tenu en 1959 dans la ville de Bad Godesberg, le SPD, qui est le parti historique de Marx, abandonne le marxisme comme doctrine de référence pour se convertir à une doctrine réformiste, proche de l'économie sociale de marché mise en place par les conservateurs dans les années 1950.",22361,,"[[66, 72, 'HasGroup'], [263, 280, 'HasGroup']]"
"Beaucoup de résidents, autistes ou à tendance autistique, ne parlent pas.",22365,,"[[0, 56, 'HasGroup']]"
